case_id,fold
1-739323263,3
1-739323328,3
1-739323361,0
1-739323495,2
1-739323632,4
1-739323701,0
1-739323749,1
1-739323763,0
1-739323780,3
1-739323815,3
1-739327955,0
1-739328064,4
1-739328288,1
1-739328341,0
1-739328505,2
1-739328522,4
1-739328665,2
1-739328801,1
1-739328861,3
1-739330955,3
1-739331050,2
1-739331094,2
1-739331316,1
1-739331380,3
1-739331431,4
1-739331448,3
1-739331526,3
1-739331663,4
1-739331778,4
1-739331933,1
1-739332058,4
1-739332387,1
1-739332421,0
1-739332555,0
1-739332648,0
1-739332689,2
1-739332905,3
1-739333031,3
1-739333078,4
1-739333145,4
1-739333180,1
1-739333355,3
1-739333451,4
1-739333517,1
1-739333570,3
1-739333601,0
1-739335621,1
1-739335740,1
1-739335750,1
1-739336061,3
1-739336265,3
1-739336372,2
1-739336702,1
1-739337011,4
1-739337027,3
1-739337083,2
1-739337097,2
1-739337101,0
1-739337228,3
1-739337288,2
1-739337454,0
1-739337476,3
1-739337506,0
1-739337638,0
1-739337655,4
1-739337854,4
1-739337880,2
1-739337894,1
1-739339913,2
1-739344931,4
1-739344991,3
1-739345048,2
1-739345104,0
1-739345164,0
1-739345210,2
1-739345262,4
1-739345318,4
1-739345498,3
1-739345510,0
1-739345531,0
1-739345555,3
1-739345646,3
1-739345755,4
1-739345796,4
1-739345877,3
1-739348051,0
1-739348122,1
1-739348508,2
1-739348953,1
1-739349219,3
1-739349221,3
1-739349297,4
1-739349379,4
1-739349475,0
1-739349568,4
1-739349598,4
1-739349711,2
1-739349863,4
1-739351697,3
1-739353204,2
1-739353641,2
1-739357167,1
1-739357777,3
1-739357804,4
1-739357879,4
1-739358911,3
1-739359006,2
1-739359194,4
1-739359233,0
1-739359372,0
1-739359537,1
1-739359552,1
1-739359673,2
1-739359819,4
1-739360627,1
1-739362171,0
1-739362198,4
1-739362367,2
1-739362461,0
1-739362491,0
1-739366616,2
1-739366767,1
1-739366778,0
1-739366781,0
1-739366817,1
1-739368043,1
1-739368091,1
1-739368417,3
1-739368865,4
1-739371094,1
1-739371462,4
1-739371530,0
1-739371600,3
1-739377901,3
1-739377921,1
1-739378031,2
1-739378061,0
1-739378081,2
1-739378101,4
1-739383932,2
1-739383951,0
1-739383977,3
1-739384114,0
1-739384148,1
1-739384172,4
1-739384226,0
1-739384308,2
1-739384346,0
1-739384871,3
1-739385055,0
1-739385294,3
1-739385313,0
1-739385334,2
1-739385364,0
1-739385451,0
1-739385682,3
1-739388907,4
1-739389869,3
1-739390405,4
1-739390870,0
1-739394269,3
1-739394387,2
1-739394476,0
1-739399014,3
1-739399169,1
1-739399331,1
1-739399352,4
1-739399384,2
1-739399485,3
1-739399662,2
1-739399718,3
1-739399730,1
1-739399747,1
1-739399797,1
1-739399832,3
1-739400069,4
1-739400227,0
1-739400271,1
1-739400329,1
1-739400347,4
1-739400416,4
1-739400627,2
1-739400698,0
1-739401942,0
1-739402047,3
1-739402068,2
1-739402118,0
1-739402293,4
1-739402656,0
1-739402812,1
1-739402880,4
1-739402906,4
1-739402947,3
1-739402983,1
1-739403016,2
1-739403040,2
1-739403163,3
1-739403262,2
1-739403381,1
1-739403422,0
1-739405925,0
1-739405946,0
1-739406031,3
1-739406435,0
1-739406770,1
1-739407437,1
1-739407480,2
1-739408907,1
1-739408930,0
1-739409125,4
1-739409205,0
1-739409252,4
1-739409424,4
1-739409447,3
1-739409540,4
1-739409551,1
1-739409573,1
1-739409607,1
1-739409937,2
1-739410906,0
1-739411011,0
1-739411381,4
1-739411408,2
1-739411411,1
1-739411723,3
1-739411762,3
1-739411822,4
1-739412416,4
1-739412435,3
1-739412499,0
1-739412580,2
1-739412650,2
1-739413109,2
1-739413127,0
1-739413212,1
1-739413403,0
1-739413428,1
1-739413442,1
1-739413498,3
1-739413540,3
1-739413646,3
1-739414928,3
1-739414940,2
1-739415030,3
1-739415092,2
1-739415175,3
1-739415217,3
1-739415221,3
1-739415374,4
1-739415440,3
1-739415526,0
1-739415569,2
1-739415839,2
1-739415859,2
1-739415908,1
1-739415920,4
1-739415952,3
1-739416175,3
1-739416307,0
1-739416349,2
1-739416485,3
1-739416531,2
1-739416557,4
1-739416641,1
1-739416700,1
1-739416727,0
1-739418978,3
1-739419198,0
1-739419216,1
1-739419280,3
1-739419378,2
1-739419467,0
1-739419541,0
1-739419594,1
1-739419608,4
1-739419638,4
1-739419900,4
1-739424259,2
1-739424939,4
1-739424941,0
1-739425131,4
1-739425141,0
1-739425181,1
1-739425191,0
1-739425201,4
1-739425291,0
1-739425301,1
1-739425371,0
1-739425411,4
1-739425441,3
1-739425621,1
1-739425641,0
1-739425662,1
1-739425681,0
1-739425711,2
1-739425721,2
1-739425731,3
1-739425751,0
1-739425771,2
1-739425851,3
1-739425881,2
1-739425940,1
1-739426361,2
1-739426614,1
1-739426850,1
1-739428067,1
1-739428083,4
1-739428588,0
1-739428694,1
1-739432260,4
1-739432326,1
1-739432407,3
1-739432421,4
1-739432465,0
1-739432551,4
1-739432770,4
1-739432886,0
1-739435458,4
1-739435777,2
1-739435821,0
1-739435897,0
1-739437632,1
1-739441006,2
1-739441055,2
1-739441216,1
1-739441310,1
1-739441321,3
1-739441482,4
1-739441534,4
1-739441582,3
1-739441613,1
1-739441720,1
1-739443383,2
1-739443419,0
1-739443876,3
1-739444121,2
1-739444481,3
1-739444561,0
1-739444668,0
1-739444791,1
1-739448341,4
1-739448488,0
1-739448754,3
1-739449902,4
1-739449951,3
1-739450031,0
1-739450291,4
1-739450643,4
1-739450735,0
1-739452230,1
1-739452351,1
1-739452487,0
1-739452822,4
1-739454164,2
1-739454191,4
1-739454252,1
1-739454302,1
1-739454313,2
1-739454409,0
1-739454546,2
1-739454713,4
1-739457947,0
1-739457997,3
1-739458918,1
1-739459005,2
1-739459092,0
1-739459105,3
1-739459184,2
1-739459635,3
1-739467311,2
1-739467664,4
1-739467939,4
1-739468022,1
1-739468081,0
1-739468120,1
1-739468278,1
1-739468881,3
1-739470439,3
1-739470443,4
1-739470471,0
1-739470667,2
1-739470748,0
1-739470868,3
1-739471935,3
1-739472317,0
1-739472361,3
1-739472433,1
1-739474521,3
1-739474661,3
1-739474674,2
1-739474698,2
1-739476056,3
1-739476187,1
1-739476198,0
1-739478911,2
1-739479080,3
1-739479240,2
1-739479242,0
1-739479487,4
1-739479699,3
1-739479711,3
1-739480291,3
1-739480593,0
1-739480716,1
1-739482563,4
1-739482574,0
1-739482638,3
1-739482741,3
1-739482751,4
1-739482822,1
1-739483315,1
1-739483413,4
1-739483599,2
1-739483614,0
1-739483695,2
1-739485214,2
1-739485243,2
1-739485717,1
1-739488314,4
1-739489316,2
1-739490488,2
1-739490524,0
1-739492208,4
1-739492319,2
1-739492887,3
1-739492987,2
1-739493119,0
1-739493211,1
1-739493262,0
1-739493271,4
1-739493965,1
1-739494125,1
1-739494148,1
1-739494160,2
1-739494179,1
1-739494277,3
1-739494419,1
1-739494423,3
1-739494503,2
1-739494632,0
1-739494693,3
1-739494731,1
1-739494822,3
1-739497112,4
1-739497125,3
1-739497662,2
1-739497882,4
1-739505994,1
1-739506305,2
1-739506317,4
1-739506338,2
1-739506675,3
1-739506683,4
1-739506803,1
1-739507423,0
1-739507475,4
1-739510056,0
1-739510071,3
1-739510108,1
1-739510215,4
1-739510233,3
1-739510294,3
1-739510323,0
1-739510708,4
1-739511909,4
1-739512386,2
1-739512405,3
1-739512554,2
1-739512617,2
1-739512936,1
1-739512943,3
1-739512971,4
1-739513026,3
1-739513060,0
1-739513095,1
1-739513131,4
1-739513240,1
1-739513278,4
1-739513366,2
1-739513518,4
1-739513615,2
1-739513728,3
1-739513831,2
1-739513892,4
1-739518367,4
1-739521965,0
1-739522090,4
1-739522113,1
1-739522121,4
1-739522187,3
1-739522233,3
1-739523048,4
1-739523198,4
1-739523233,0
1-739523290,3
1-739523359,4
1-739523826,3
1-739523861,4
1-739523929,2
1-739523996,4
1-739524121,0
1-739524210,1
1-739524351,1
1-739524423,0
1-739524515,2
1-739524597,3
1-739524720,3
1-739524745,4
1-739524848,1
1-739524863,3
1-739525284,0
1-739525350,4
1-739525375,4
1-739525417,2
1-739529082,0
1-739529373,1
1-739529384,1
1-739532953,3
1-739533146,0
1-739533159,1
1-739533495,0
1-739533652,3
1-739533713,0
1-739540932,1
1-739541123,0
1-739541669,1
1-739541864,2
1-739543046,1
1-739543267,4
1-739546914,1
1-739547989,1
1-739548791,3
1-739548838,4
1-739548890,4
1-739548891,0
1-739551113,2
1-739551166,2
1-739551235,2
1-739551473,4
1-739551485,3
1-739551491,3
1-739551561,3
1-739551721,4
1-739551943,4
1-739551967,1
1-739552414,4
1-739552585,1
1-739552639,0
1-739552759,3
1-739554251,1
1-739554280,3
1-739554287,3
1-739554352,0
1-739556519,0
1-739556539,0
1-739556701,1
1-739560011,1
1-739560021,4
1-739560051,1
1-739560192,2
1-739560251,3
1-739566283,0
1-739566551,2
1-739566625,0
1-739568230,0
1-739569558,1
1-739569615,0
1-739569771,4
1-739569803,1
1-739569871,0
1-739572542,3
1-739572893,4
1-739578542,3
1-739578752,4
1-739581939,2
1-739581958,2
1-739581976,2
1-739582153,1
1-739582231,0
1-739582275,3
1-739582553,1
1-739582751,4
1-739582855,0
1-739587272,0
1-739587319,0
1-739587396,1
1-739587444,0
1-739587535,4
1-739587728,4
1-739587855,1
1-739594564,4
1-739594606,2
1-739594962,4
1-739595023,4
1-739595109,4
1-739595196,1
1-739595223,1
1-739595245,1
1-739595270,2
1-739595297,3
1-739595324,4
1-739597970,3
1-739599194,0
1-739599307,3
1-739599386,1
1-739599530,1
1-739599576,2
1-739599620,3
1-739599651,3
1-739599719,3
1-739599889,1
1-739600934,4
1-739601103,2
1-739601286,3
1-739601303,4
1-739601503,1
1-739601828,4
1-739601945,0
1-739604009,1
1-739604067,1
1-739604078,3
1-739604090,1
1-739604102,3
1-739604366,1
1-739604401,0
1-739604436,4
1-739604482,4
1-739604574,0
1-739604586,1
1-739604632,1
1-739605906,1
1-739605923,2
1-739605993,4
1-739606069,1
1-739606147,2
1-739606373,1
1-739606472,1
1-739606519,3
1-739606660,0
1-739606703,1
1-739606762,1
1-739606788,0
1-739606890,1
1-739606924,1
1-739607150,3
1-739607252,1
1-739607445,4
1-739609937,2
1-739609945,2
1-739610074,1
1-739610135,4
1-739610160,2
1-739610172,1
1-739610219,0
1-739610274,4
1-739610281,4
1-739610377,1
1-739610416,0
1-739610456,0
1-739610612,3
1-739610663,3
1-739610728,0
1-739616002,4
1-739616092,0
1-739616211,0
1-739617373,0
1-739617397,3
1-739617409,2
1-739620881,1
1-739626121,1
1-739626185,4
1-739626198,3
1-739626420,1
1-739626423,1
1-739626471,2
1-739626511,0
1-739626589,1
1-739626642,1
1-739626672,1
1-739626746,4
1-739626771,1
1-739626781,4
1-739626891,1
1-739627434,1
1-739627646,4
1-739627716,4
1-739627772,3
1-739627831,2
1-739633012,4
1-739634008,1
1-739634136,3
1-739635782,1
1-739640031,1
1-739640042,4
1-739642918,3
1-739643283,0
1-739643385,0
1-739643571,4
1-739643871,1
1-739646215,4
1-739646504,0
1-739646546,3
1-739646584,0
1-739658907,3
1-739658951,2
1-739658999,4
1-739659110,2
1-739659742,1
1-739659841,3
1-739660298,3
1-739660774,2
1-739660786,3
1-739661200,3
1-739661362,1
1-739661379,1
1-739661731,2
1-739661815,4
1-739662177,2
1-739662209,2
1-739663917,3
1-739664750,2
1-739669611,0
1-739674921,3
1-739675591,3
1-739675883,4
1-739675892,4
1-739682247,0
1-739682607,3
1-739687618,3
1-739688097,1
1-739688146,3
1-739688243,4
1-739688343,2
1-739688374,4
1-739688417,1
1-739688521,2
1-739688614,3
1-739688671,2
1-739688785,1
1-739688874,3
1-739691501,4
1-739694952,1
1-739695441,1
1-739695486,3
1-739695491,0
1-739695535,4
1-739695709,0
1-739695743,4
1-739695971,4
1-739696031,4
1-739696554,4
1-739696585,1
1-739696604,0
1-739696625,2
1-739696708,3
1-739696745,2
1-739699409,1
1-739711164,2
1-739711344,3
1-739711388,0
1-739711400,3
1-739711451,3
1-739711714,4
1-739711728,2
1-739711805,4
1-739712558,0
1-739712584,1
1-739712657,4
1-739712794,2
1-739713153,3
1-739713264,0
1-739713321,2
1-739713354,1
1-739713398,0
1-739713622,4
1-739715341,4
1-739715562,2
1-739715631,1
1-739715647,2
1-739715759,4
1-739716264,0
1-739716298,3
1-739716382,0
1-739716416,1
1-739716422,4
1-739716719,4
1-739718009,2
1-739718199,4
1-739718341,2
1-739718404,3
1-739718429,1
1-739718556,1
1-739718592,0
1-739718615,4
1-739718649,2
1-739718718,3
1-739724947,2
1-739726915,2
1-739727111,2
1-739727165,3
1-739727237,2
1-739727244,1
1-739727291,3
1-739727424,0
1-739727450,0
1-739727475,4
1-739727705,0
1-739727795,3
1-739727821,3
1-739727963,0
1-739728094,2
1-739728136,0
1-739728191,0
1-739728703,2
1-739728799,4
1-739730160,0
1-739730594,3
1-739730659,0
1-739730844,2
1-739732102,3
1-739732142,0
1-739732184,2
1-739732277,4
1-739732831,1
1-739733074,1
1-739733254,2
1-739733281,0
1-739733298,2
1-739733319,1
1-739733415,3
1-739733457,1
1-739733529,2
1-739733771,0
1-739733827,2
1-739733861,4
1-739734942,4
1-739735986,3
1-739736020,2
1-739736307,0
1-739736318,1
1-739736468,2
1-739736479,2
1-739736753,1
1-739747901,3
1-739747981,3
1-739747991,3
1-739748031,1
1-739748041,0
1-739748061,1
1-739748101,0
1-739748131,4
1-739748142,1
1-739748201,1
1-739748241,0
1-739748271,0
1-739748321,2
1-739748381,0
1-739748401,0
1-739748431,1
1-739748513,1
1-739748521,2
1-739748531,1
1-739748561,1
1-739748641,0
1-739748711,1
1-739748731,2
1-739748741,2
1-739748751,0
1-739748781,2
1-739748841,3
1-739748871,2
1-739749117,4
1-739749248,3
1-739749534,3
1-739749717,4
1-739749755,4
1-739749802,3
1-739749820,3
1-739750119,0
1-739750135,1
1-739750816,4
1-739750855,1
1-739751655,3
1-739752684,0
1-739752851,2
1-739753437,2
1-739753523,1
1-739753537,0
1-739753548,3
1-739753572,2
1-739753587,3
1-739753598,4
1-739753718,2
1-739753744,2
1-739753757,2
1-739753804,3
1-739753830,0
1-739753857,0
1-739753885,3
1-739755016,2
1-739755182,2
1-739755281,1
1-739765075,3
1-739765101,0
1-739765722,0
1-739765735,1
1-739765889,3
1-739766311,3
1-739766431,2
1-739766662,1
1-739766860,1
1-739768102,2
1-739768221,0
1-739768281,3
1-739768365,3
1-739768673,1
1-739770021,4
1-739770381,0
1-739770396,0
1-739770474,4
1-739771031,1
1-739771090,0
1-739771209,4
1-739771235,2
1-739771285,2
1-739771315,1
1-739771353,0
1-739771402,0
1-739771425,4
1-739771431,2
1-739771487,2
1-739771511,2
1-739772962,1
1-739773105,1
1-739773148,0
1-739773478,0
1-739773587,4
1-739773642,1
1-739773976,1
1-739774065,1
1-739774122,4
1-739774151,2
1-739774185,4
1-739774204,0
1-739774220,3
1-739774346,1
1-739774373,3
1-739774395,4
1-739774484,4
1-739774516,3
1-739774582,0
1-739774643,4
1-739774660,4
1-739774687,0
1-739774740,1
1-739774780,4
1-739774964,4
1-739775208,1
1-739775235,0
1-739775605,3
1-739775753,3
1-739775838,3
1-739779041,0
1-739779223,3
1-739779771,4
1-739779892,0
1-739780479,0
1-739780580,4
1-739782082,4
1-739782270,1
1-739782283,3
1-739782542,4
1-739782743,4
1-739782801,1
1-739788100,1
1-739788181,4
1-739788228,4
1-739788318,2
1-739788537,2
1-739790231,1
1-739790868,0
1-739790961,4
1-739791039,2
1-739791073,1
1-739791103,3
1-739791131,4
1-739791276,4
1-739791347,0
1-739791388,3
1-739791691,1
1-739791800,0
1-739793941,4
1-739793961,3
1-739794081,2
1-739794121,3
1-739795812,0
1-739800101,2
1-739800265,0
1-739800551,2
1-739800638,3
1-739809072,1
1-739809156,4
1-739809228,2
1-739809365,4
1-739809691,2
1-739809801,0
1-739809826,2
1-739813913,0
1-739814053,4
1-739814493,0
1-739814661,2
1-739814721,4
1-739819390,1
1-739819436,1
1-739819463,3
1-739820726,4
1-739820766,1
1-739820884,2
1-739821151,4
1-739821187,4
1-739821347,2
1-739821483,2
1-739821542,2
1-739821611,4
1-739821679,2
1-739821873,0
1-739822950,4
1-739823176,4
1-739823295,3
1-739823372,4
1-739823390,1
1-739823457,0
1-739823544,0
1-739823923,1
1-739824142,2
1-739824200,0
1-739824377,3
1-739824427,3
1-739824484,2
1-739824775,2
1-739824792,1
1-739825949,1
1-739825987,3
1-739826085,2
1-739826218,1
1-739826254,4
1-739826386,2
1-739826451,1
1-739826661,3
1-739826679,1
1-739826708,3
1-739826738,2
1-739828769,4
1-739829006,4
1-739829191,2
1-739829227,3
1-739829238,2
1-739829274,0
1-739829285,1
1-739829448,2
1-739829623,2
1-739829634,2
1-739829669,3
1-739829857,2
1-739829881,1
1-739829892,4
1-739837011,3
1-739837055,1
1-739837348,3
1-739841973,0
1-739842421,0
1-739842681,1
1-739843086,3
1-739843192,4
1-739843472,3
1-739843543,3
1-739843770,2
1-739843830,4
1-739845918,2
1-739846111,0
1-739846146,2
1-739846371,0
1-739846407,0
1-739846468,4
1-739846729,2
1-739847770,3
1-739847798,0
1-739850124,1
1-739850206,0
1-739850265,4
1-739850299,4
1-739850380,3
1-739850482,1
1-739850585,2
1-739850631,2
1-739850761,2
1-739850951,1
1-739851171,3
1-739872261,1
1-739872621,2
1-739872651,4
1-739872708,0
1-739872711,4
1-739872770,2
1-739872825,3
1-739898112,1
1-739898122,2
1-739898763,4
1-739898902,2
1-739898949,2
1-739899237,4
1-739899261,3
1-739899391,3
1-739899474,1
1-739899640,1
1-739899724,0
1-739899771,2
1-739901409,0
1-739901719,4
1-739901756,3
1-739901781,0
1-739901796,2
1-739901840,4
1-739902921,2
1-739903001,3
1-739903026,3
1-739903055,2
1-739903089,2
1-739903149,2
1-739903228,3
1-739903299,2
1-739903365,3
1-739903526,3
1-739903561,4
1-739903768,1
1-739903846,1
1-740059721,3
1-740285129,2
1-740285244,4
1-740285665,0
1-740287562,1
1-740291939,4
1-740291950,4
1-740291962,4
1-740291974,2
1-740292158,4
1-740292255,1
1-740292320,4
1-740292465,2
1-740292477,0
1-740292500,2
1-740292673,4
1-740292729,3
1-740292753,3
1-740292798,2
1-740293014,0
1-740293061,2
1-740293080,1
1-740293511,3
1-740293761,2
1-740293857,2
1-740299911,4
1-740299941,2
1-740300051,4
1-740300138,4
1-740300145,4
1-740300223,2
1-740300289,3
1-740300366,4
1-740300419,4
1-740300463,0
1-740300513,1
1-740300619,2
1-740300621,0
1-740300732,2
1-740300859,1
1-740300861,2
1-740302057,1
1-740302198,1
1-740302270,3
1-740302762,2
1-740302831,0
1-740302868,4
1-740303155,1
1-740303502,4
1-740307011,2
1-740307036,2
1-740307073,4
1-740307161,2
1-740307259,3
1-740307285,2
1-740307293,4
1-740307381,2
1-740307406,0
1-740307458,1
1-740307634,2
1-740307677,0
1-740307704,4
1-740307721,1
1-740307773,0
1-740307782,3
1-740307843,4
1-740307889,4
1-740308291,2
1-740308384,3
1-740308447,4
1-740308469,2
1-740308671,3
1-740308721,0
1-740308737,4
1-740308821,1
1-740308848,2
1-740309261,4
1-740315141,1
1-740315176,2
1-740315219,4
1-740315341,4
1-740315361,3
1-740315409,3
1-740315441,4
1-740315461,3
1-740315712,0
1-740316201,1
1-740316633,2
1-740316641,4
1-740316721,2
1-740316771,4
1-740322310,1
1-740322426,2
1-740322441,2
1-740322478,3
1-740322511,3
1-740322551,3
1-740322581,4
1-740322601,3
1-740322680,2
1-740322831,1
1-740324225,1
1-740328136,1
1-740328183,2
1-740328352,0
1-740328401,1
1-740328411,2
1-740328458,3
1-740330013,1
1-740330048,0
1-740330149,4
1-740330191,2
1-740330313,2
1-740330381,4
1-740330618,1
1-740330630,3
1-740330720,0
1-740330732,4
1-740330755,4
1-740330767,3
1-740330778,0
1-740330789,3
1-740330801,3
1-740330812,0
1-740330824,2
1-740330847,0
1-740330871,0
1-740330883,0
1-740339015,2
1-740339106,0
1-740339240,0
1-740339295,4
1-740339637,3
1-740340071,0
1-740340101,0
1-740340137,2
1-740340526,1
1-740340681,0
1-740342107,3
1-740342121,1
1-740342178,2
1-740342181,2
1-740342309,3
1-740342377,1
1-740342406,3
1-740342521,3
1-740342805,4
1-740342839,3
1-740344932,1
1-740344950,2
1-740348139,2
1-740348149,3
1-740348202,1
1-740348417,3
1-740348495,3
1-740348693,3
1-740357018,1
1-740357079,0
1-740357237,1
1-740357297,2
1-740357428,2
1-740357692,2
1-740357708,3
1-740357775,2
1-740358972,2
1-740358991,2
1-740359121,3
1-740359327,4
1-740359408,0
1-740359484,2
1-740359508,3
1-740359566,0
1-740359633,1
1-740363996,1
1-740364105,2
1-740364166,4
1-740364387,0
1-740364593,4
1-740364658,1
1-740364822,2
1-740367985,2
1-740368015,2
1-740371161,3
1-740371348,3
1-740371771,3
1-740371820,4
1-740371900,0
1-740380115,0
1-740380830,2
1-740383215,0
1-740383360,4
1-740383371,0
1-740383399,3
1-740383420,0
1-740383524,2
1-740383750,1
1-740383860,3
1-740383870,2
1-740384182,1
1-740384821,1
1-740385762,0
1-740387037,4
1-740387312,0
1-740387427,2
1-740387481,1
1-740387608,4
1-740387750,3
1-740387822,2
1-740387864,3
1-740388710,4
1-740388748,3
1-740388786,4
1-740393498,4
1-740393512,2
1-740393918,1
1-740393941,2
1-740393958,4
1-740394062,3
1-740394107,4
1-740394189,1
1-740394347,4
1-740394421,1
1-740394456,2
1-740394743,2
1-740394754,4
1-740394864,0
1-740396325,2
1-740396381,3
1-740396492,1
1-740396542,0
1-740396560,3
1-740396572,4
1-740396710,2
1-740396720,3
1-740396848,1
1-740398374,0
1-740398415,2
1-740398442,0
1-740398595,0
1-740398649,0
1-740398780,0
1-740398890,0
1-740403927,0
1-740404027,1
1-740404051,1
1-740404065,2
1-740404130,2
1-740404266,0
1-740404280,2
1-740404288,3
1-740404555,0
1-740404582,2
1-740404649,4
1-740404752,0
1-740404852,3
1-740404890,2
1-740406065,4
1-740406442,0
1-740406689,2
1-740406759,3
1-740406890,4
1-740408943,1
1-740409271,2
1-740413222,3
1-740413739,4
1-740413759,4
1-740414265,3
1-740421001,3
1-740421014,2
1-740421027,3
1-740421103,3
1-740421154,0
1-740421206,1
1-740421419,4
1-740421478,3
1-740421503,3
1-740421552,2
1-740421663,3
1-740421691,3
1-740423292,1
1-740423500,0
1-740423567,4
1-740423737,1
1-740423797,4
1-740423830,2
1-740423878,2
1-740434918,1
1-740434999,4
1-740435031,0
1-740435051,4
1-740435109,0
1-740435239,1
1-740435261,4
1-740435284,3
1-740435326,3
1-740435381,2
1-740435626,3
1-740435636,4
1-740435830,4
1-740435895,0
1-740436985,0
1-740437055,3
1-740437148,3
1-740437475,3
1-740437487,3
1-740437511,1
1-740437617,0
1-740437864,3
1-740437897,1
1-740439036,2
1-740439051,4
1-740439153,1
1-740439355,3
1-740439566,4
1-740443901,1
1-740443932,3
1-740443984,0
1-740444096,4
1-740444114,3
1-740444186,4
1-740444312,1
1-740444369,2
1-740444402,2
1-740444535,2
1-740444700,0
1-740444716,2
1-740448903,0
1-740449312,0
1-740449562,4
1-740449572,0
1-740449587,2
1-740449730,2
1-740449736,4
1-740453064,4
1-740453306,4
1-740453334,1
1-740453371,1
1-740453503,2
1-740453701,4
1-740453732,2
1-740453793,2
1-740454929,2
1-740454979,1
1-740455033,1
1-740455245,4
1-740455276,4
1-740455456,3
1-740455601,3
1-740455650,1
1-740455673,2
1-740455880,0
1-740459971,0
1-740460019,2
1-740460112,0
1-740460214,2
1-740460361,3
1-740460458,2
1-740460471,1
1-740460550,0
1-740460649,2
1-740460855,1
1-740460916,0
1-740461032,0
1-740461199,0
1-740461411,0
1-740461532,0
1-740461919,0
1-740462073,0
1-740462148,4
1-740462311,1
1-740462359,2
1-740462424,3
1-740462506,1
1-740462513,2
1-740462640,1
1-740462663,2
1-740462699,2
1-740462709,4
1-740470066,1
1-740470139,0
1-740470141,3
1-740470151,4
1-740470386,2
1-740470730,1
1-740470790,1
1-740470848,1
1-740471146,0
1-740471207,3
1-740471311,2
1-740471362,2
1-740471428,4
1-740471440,0
1-740471621,3
1-740475033,0
1-740475566,0
1-740475630,3
1-740489901,1
1-740489949,4
1-740489995,1
1-740490030,0
1-740490061,0
1-740490145,3
1-740490182,3
1-740490210,1
1-740490360,0
1-740490375,0
1-740490411,2
1-740490649,1
1-740490668,2
1-740490799,1
1-740490856,0
1-740492992,3
1-740493021,2
1-740493061,4
1-740493071,2
1-740493101,3
1-740493131,1
1-740493181,3
1-740493271,3
1-740493291,3
1-740493362,4
1-740493371,4
1-740493431,4
1-740493471,0
1-740493521,1
1-740493551,4
1-740493591,3
1-740493701,1
1-740493741,3
1-740493772,1
1-740506024,0
1-740506051,0
1-740506268,4
1-740506419,3
1-740506511,0
1-740516910,2
1-740517185,0
1-740517201,4
1-740527085,4
1-740527242,3
1-740527287,0
1-740527503,2
1-740527544,3
1-740527649,0
1-740527771,4
1-740527807,4
1-740529071,1
1-740529083,0
1-740529221,4
1-740529245,1
1-740529442,3
1-740529491,0
1-740529525,4
1-740529642,3
1-740529867,4
1-740532920,3
1-740532923,0
1-740532960,3
1-740533149,1
1-740533214,2
1-740533246,3
1-740533338,3
1-740533480,1
1-740533531,3
1-740533550,1
1-740533626,2
1-740533697,3
1-740533751,3
1-740533853,4
1-740534221,4
1-740534446,3
1-740534541,3
1-740534568,3
1-740534577,4
1-740534639,2
1-740534867,3
1-740534878,0
1-740536916,2
1-740537188,1
1-740537324,3
1-740537367,3
1-740537385,3
1-740537539,4
1-740537647,3
1-740537705,1
1-740537776,4
1-740537782,2
1-740537894,3
1-740537914,4
1-740538038,1
1-740538062,3
1-740538135,3
1-740538543,0
1-740538607,1
1-740538636,3
1-740538816,1
1-740542029,2
1-740542062,3
1-740542105,1
1-740542154,4
1-740542219,3
1-740542342,4
1-740542356,3
1-740543015,3
1-740543537,2
1-740543577,0
1-740543610,4
1-740543621,3
1-740545047,4
1-740545215,0
1-740545224,2
1-740545322,4
1-740545470,3
1-740545478,0
1-740545598,0
1-740545682,2
1-740545722,1
1-740550181,1
1-740550239,0
1-740550393,1
1-740550404,0
1-740550820,2
1-740555906,3
1-740556083,1
1-740556381,2
1-740556477,0
1-740556533,1
1-740556571,2
1-740556714,1
1-740556828,0
1-740559958,1
1-740560311,1
1-740560358,0
1-740560504,1
1-740560551,4
1-740560579,1
1-740565976,1
1-740566326,2
1-740566576,4
1-740566848,0
1-740569952,3
1-740570581,2
1-740570608,0
1-740570625,4
1-740570748,2
1-740570786,2
1-740570791,3
1-740570835,1
1-740570848,2
1-740570874,2
1-740572175,2
1-740572244,3
1-740572291,4
1-740572315,1
1-740572361,2
1-740572427,0
1-740572582,0
1-740572661,2
1-740575579,1
1-740575599,3
1-740580352,3
1-740580386,2
1-740580599,3
1-740580949,3
1-740580971,1
1-740580989,2
1-740581372,4
1-740581426,2
1-740581599,2
1-740581649,0
1-740581724,4
1-740581893,0
1-740585081,1
1-740585118,1
1-740585221,4
1-740585249,2
1-740585356,2
1-740585463,2
1-740585765,1
1-740585777,2
1-740591301,1
1-740591340,1
1-740591353,3
1-740591685,2
1-740591717,0
1-740591826,0
1-740593930,3
1-740593970,2
1-740594799,1
1-740594917,0
1-740595137,1
1-740595169,0
1-740595273,1
1-740595382,1
1-740595511,3
1-740595579,2
1-740595749,1
1-740595916,0
1-740596194,2
1-740596231,3
1-740596320,3
1-740596328,1
1-740596763,1
1-740596818,1
1-740596823,4
1-740596977,3
1-740597333,1
1-740597381,4
1-740597399,2
1-740597414,4
1-740597468,0
1-740597547,4
1-740597584,4
